"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024"
5933,1985,"Male",NA,"Single (no kids)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes",NA,NA,NA,NA,"Tunes","People",NA,NA,NA,"Yes","No",NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Yay people!",NA,NA,NA,NA,"Yes","No",NA,NA,"No","No","No","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes",NA,NA,NA,"Yes","Yes","Yes",NA,NA,NA
5934,1979,"Male",62.5,"Married (no kids)","High School Diploma","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No",NA,NA,"Yes","Right","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Talk","People","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"Own","Optimist","Mom","Yes","No","No","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No"
5941,2000,"Female",NA,"Single (no kids)","Current K-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Giving","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No","Yes",NA,NA,"Mac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Yes",NA,NA,"No",NA,"Own","Optimist","Dad","No","No","Yes","Yes",NA,"Yes","No","No","Yes","Yes","Yes","Yes",NA,NA,"Yes"
5948,1999,"Male",NA,"Single (no kids)","Current K-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"Standard hours","No","Right",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Grrr people",NA,NA,NA,"No","No","Yes","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes",NA,"Yes","Yes",NA,NA,NA
5955,1996,"Male",87.5,"Single (no kids)","High School Diploma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Mac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes",NA,"No","Yes","Yes","Yes",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","No",NA
5958,1997,"Male",12,"Single (no kids)","Current K-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","Yes","Umm...","No","Space","No","In-person","No","Yes",NA,"Yes","Grrr people","No","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"Optimist","Mom","No","No","No","Yes",NA,"No",NA,"No","No","No","Yes",NA,NA,NA,NA
5960,1990,"Male",170,"Single (no kids)","High School Diploma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","No","Supportive","Yes","PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Rent",NA,NA,"No","No","No","Yes","Check!","Yes","No","No","No","No","Yes","Yes","Yes","No",NA
5963,1995,"Male",62.5,"Domestic Partners (no kids)","Current Undergraduate","No","No","Yes","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art",NA,"No","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","No","No","Me","No","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","People","Yes","No","Yes","Yes","No",NA,"No","PC","Yes","Risk-friendly","No","Umm...","No","Socialize","No","In-person","No","No","Yes","No","Yay people!","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","Own","Optimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes",NA
5965,NA,"Male",NA,NA,"Current K-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","No","Supportive","Yes","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes",NA,NA,"Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No",NA
5970,1992,"Female",12,"Single (no kids)","Current Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes",NA,NA,NA,NA,NA,NA
5972,NA,"Female",87.5,"Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","No","Yes","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Own","Optimist",NA,"No","Yes","Yes","No","Check!","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No",NA
5974,1989,"Female",NA,"Single (no kids)","Current Undergraduate",NA,"No","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes",NA,NA,NA,NA,NA,NA,"No","Yes","Giving","Yes","No","Pragmatist","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","TMI","No","No","Tunes","Technology","No","Yes","No","Yes","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","No","Grrr people","No","No","Yes","No","Yes","No","Yes",NA,NA,NA,NA,"No",NA,"Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","No","No",NA,NA,NA,NA
5976,1964,"Male",125,"Married (no kids)","High School Diploma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Me",NA,NA,NA,NA,NA,NA,NA,NA,"Tunes","Technology","No",NA,NA,"Yes","Yes","Supportive","No","Mac",NA,"Risk-friendly",NA,"Yes!",NA,"Socialize","No",NA,"Yes","Yes",NA,"Yes","Yay people!","Yes","Yes",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nope","Yes","No","No",NA,NA,NA,NA,NA,NA,NA
5980,1995,"Male",87.5,"Domestic Partners (w/kids)","High School Diploma","Yes","Yes","No","No","No","No","Public","Yes","Yes","Yes","No","No","Yes","No","Art","Study first","Yes",NA,"Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","Yes","No","No","No","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes",NA,"No",NA
5983,1996,"Female",37.5,"Single (no kids)","Current K-12","No","Yes","No","No","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","Yes","No","No","TMI","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Only-child","No","No",NA
5986,1997,"Male",170,"Married (w/kids)","Current K-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P.M.","Yes","Start","No","No","Circumstances","No","No","Yes","Yes","No","TMI","No","No",NA,NA,"No",NA,NA,NA,NA,"Supportive","Yes","Mac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","No","Own",NA,NA,NA,NA,NA,"Yes","Nope","Yes","No","No","Yes",NA,NA,NA,NA,NA,NA
5990,1999,"Male",62.5,NA,"Current K-12","No","Yes","No",NA,"Yes","Yes","Public","Yes","No","No","Yes","Yes","No","Yes","Science",NA,"No",NA,"Yes","Yes","Receiving","No","Yes",NA,NA,"No","Cool headed","Standard hours","No",NA,"Yes","No","No","Yes",NA,"Yes",NA,"Yes","Yes",NA,NA,"No",NA,NA,NA,NA,"No",NA,"Tunes","People",NA,"No","Yes","No",NA,"Supportive",NA,"Mac",NA,"Risk-friendly",NA,"Yes!","No","Socialize","No","In-person",NA,NA,"Yes","Yes","Yay people!","No",NA,"Yes",NA,NA,NA,NA,"Yes",NA,NA,"Yes",NA,NA,"Pessimist","Mom",NA,"No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000,1976,"Male",37.5,"Single (no kids)","Master's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Risk-friendly",NA,"Umm...","No",NA,"Yes","Online","Yes",NA,NA,NA,NA,"Yes","No",NA,"No","Yes","No","No","No",NA,NA,NA,NA,NA,"Pessimist","Dad",NA,NA,NA,NA,NA,"No",NA,"No","Yes","No","Yes",NA,NA,NA,NA
6006,1989,"Female",37.5,"Single (no kids)","Associate's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Study first","Yes","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
6016,1977,"Male",87.5,"Married (w/kids)","Master's Degree",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yay people!",NA,NA,NA,NA,NA,"No",NA,"No","No",NA,NA,"Yes","Own","Optimist",NA,"No","Yes","Yes","Yes","Nope","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
6018,1980,"Male",87.5,"Married (w/kids)","Master's Degree",NA,"No","No","Yes","No","No",NA,"No","Yes",NA,"No","No",NA,"Yes","Art","Study first","No","Yes","Yes","No","Giving",NA,NA,"Idealist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P.M.","Yes","Start","Yes",NA,"Me","No",NA,NA,"Yes","No",NA,"No",NA,NA,NA,NA,"No","No",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6020,NA,"Male",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,"No","Yes",NA,"Yes","Yes","Yes","Yes","Art","Try first","No","No","No",NA,NA,"No","Yes","Idealist",NA,"Yes","Cool headed","Odd hours",NA,NA,"No","No",NA,NA,NA,NA,"Start","No","No","Circumstances","No","No","Yes","Yes",NA,NA,NA,"Yes","Talk","People","No","Yes","Yes","No","No",NA,"No","PC","Yes","Risk-friendly","No","Umm...",NA,"Space","No","In-person","Yes",NA,"Yes","Yes","Grrr people",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"Yes",NA,"No",NA,"Pessimist",NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6023,1978,"Female",87.5,"Single (no kids)","Master's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Science",NA,"No","Yes","Yes","No","Giving","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No","In-person","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","No","Rent","Pessimist","Mom","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6024,1977,"Male",170,"Married (w/kids)","Doctoral Degree",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Yes","No","Own",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6026,1996,"Female",NA,NA,"Current K-12","No","No","No","No","No","Yes","Private","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cool headed",NA,"No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","Mac","No","Risk-friendly","No","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6028,1992,"Male",12,"Single (no kids)","Current Undergraduate",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Yes","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No","Yes","Yes","Supportive","No","PC",NA,NA,NA,"Umm...","No","Socialize","Yes","In-person","No",NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","No",NA,"No","No","Yes","Yes",NA,"Optimist",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6033,1996,"Female",125,"Single (no kids)","Current Undergraduate",NA,NA,"Yes","No","No","No","Public","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people",NA,NA,"Yes",NA,NA,NA,"Yes","Yes","Yes","No","No","Yes",NA,"Optimist",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6035,NA,"Female",NA,"Married (w/kids)","Bachelor's Degree",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Cool headed","Standard hours",NA,NA,NA,NA,NA,NA,"P.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6041,2000,"Male",12,"Single (no kids)","Current K-12",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","No","End","No","No","Circumstances","No","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious",NA,NA,NA,"Space","Yes","In-person","No","No","No","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6054,1999,"Male",NA,"Single (no kids)","Current K-12",NA,"No","No","No","No","Yes","Private","No","No","No","No","No","No","Yes","Science",NA,NA,NA,NA,NA,NA,NA,"Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","No","No","Circumstances","No","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","No","Own",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6057,1937,"Female",37.5,"Married (no kids)","Bachelor's Degree",NA,NA,NA,NA,"No","Yes","Public","No","Yes","No","No","No",NA,"No",NA,"Study first","No","No",NA,"Yes","Receiving","Yes","No","Pragmatist","No","No","Hot headed",NA,"No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","No","No","Circumstances","Yes","No","Yes","No","Yes",NA,"Yes","No","Talk",NA,NA,NA,"Yes",NA,NA,"Supportive","No","PC",NA,"Cautious",NA,"Yes!","No","Space","No","In-person","No","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6059,1989,"Male",12,"Single (no kids)","Current Undergraduate",NA,"No","No","No","Yes","Yes","Public","Yes","No","Yes","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours",NA,"Happy","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,"Tunes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6060,1967,"Male",170,"Married (w/kids)","Bachelor's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6064,1975,"Male",125,"Married (w/kids)","Master's Degree","No","No","No","Yes","No","No","Public",NA,"Yes","No","Yes","No","Yes",NA,"Science","Study first","No",NA,"No","No","Giving",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"Yes","Yes","Yes","P.M.",NA,"End",NA,"Yes","Me",NA,"Yes","No","No",NA,"TMI",NA,"Yes","Talk","Technology","Yes",NA,NA,NA,NA,"Supportive","Yes","PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yay people!",NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6067,1997,"Female",125,NA,"Current K-12","Yes","Yes",NA,NA,"Yes","No","Public","No","No","No","No","No","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Receiving","Yes","Yes",NA,NA,NA,NA,"Standard hours",NA,"Right","Yes","Yes",NA,"Yes",NA,"Yes",NA,NA,"No",NA,NA,"No",NA,"Yes","No",NA,NA,NA,NA,NA,"Yes",NA,"No","No","Yes","Supportive","No","PC","No","Cautious","No",NA,"No","Space","Yes",NA,NA,"Yes","Yes","Yes","Grrr people",NA,"No",NA,"No",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6071,1957,"Female",62.5,"Single (no kids)","Associate's Degree",NA,NA,NA,NA,"No",NA,"Public","No",NA,"No","No","Yes",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","No","No","No","Demanding",NA,NA,"Yes",NA,NA,"Yes!",NA,"Space","No","In-person",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6074,1996,"Male",NA,NA,"Current K-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tunes",NA,"No",NA,NA,"No","Yes",NA,"No","PC","No","Risk-friendly","No",NA,NA,"Socialize","Yes",NA,NA,NA,"Yes","Yes","Yay people!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6075,1996,"Male",NA,"Single (no kids)","Current K-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
